"Number","Column","Data type","Description","Source for |Swiss_data_Zenodo_link|"
"0","``DHW_Profile``","float","Normalised hourly load profile for domestic hot water (DHW) demand.","Generated based on standard SIA 385/2:2025 (Schweizerischer Ingenieur- und Architektenverein, 2025)."
